 -1.0000000 1.0000000 0.0000000
 -0.6666667 1.0000000 -0.0000000
 -0.3333333 1.0000000 -0.0000000
 -0.0000000 1.0000000 0.0000000
 0.3333333 1.0000000 0.0000000
 0.6666667 1.0000000 0.0000000
 1.0000000 1.0000000 0.0000000

 -1.0000000 0.6666667 0.0000000
 -0.6666667 0.6666667 0.0000000
 -0.3333333 0.6666667 0.0000000
 -0.0000000 0.6666667 0.0000000
 0.3333333 0.6666667 0.0000000
 0.6666667 0.6666667 0.0000000
 1.0000000 0.6666667 0.0000000

 -1.0000000 0.3333333 0.0000000
 -0.6666667 0.3333333 0.0000000
 -0.3333333 0.3333333 0.0000000
 -0.0000000 0.3333333 0.0006250
 0.3333333 0.3333333 0.0000000
 0.6666667 0.3333333 0.0000000
 1.0000000 0.3333333 0.0000000

 -1.0000000 0.0000000 0.0000000
 -0.6666667 0.0000000 0.0000000
 -0.3333333 0.0000000 0.0006250
 -0.0000000 0.0000000 0.0025000
 0.3333333 0.0000000 0.0006250
 0.6666667 0.0000000 0.0000000
 1.0000000 0.0000000 0.0000000

 -1.0000000 -0.3333333 0.0000000
 -0.6666667 -0.3333333 0.0000000
 -0.3333333 -0.3333333 0.0000000
 -0.0000000 -0.3333333 0.0006250
 0.3333333 -0.3333333 0.0000000
 0.6666667 -0.3333333 0.0000000
 1.0000000 -0.3333333 0.0000000

 -1.0000000 -0.6666667 0.0000000
 -0.6666667 -0.6666667 0.0000000
 -0.3333333 -0.6666667 0.0000000
 -0.0000000 -0.6666667 0.0000000
 0.3333333 -0.6666667 0.0000000
 0.6666667 -0.6666667 0.0000000
 1.0000000 -0.6666667 0.0000000

 -1.0000000 -1.0000000 0.0000000
 -0.6666667 -1.0000000 -0.0000000
 -0.3333333 -1.0000000 -0.0000000
 -0.0000000 -1.0000000 0.0000000
 0.3333333 -1.0000000 0.0000000
 0.6666667 -1.0000000 0.0000000
 1.0000000 -1.0000000 0.0000000


